account_id,account_name,match_source,ntee_code,fru_sector,fru_subsector
ASBNVYMX,The Canadian Wildlife Federation,id,,Animal Welfare,Animal Welfare - General
AEDZWBLL,A Fresh Chapter,id,,Healthcare,Healthcare - General
ASFKMFDS,Sequoia Living,id,P750,Human Services,Human Services - General
AYZGSZDP,Al Amal,id,B90,,
AZDVWVSA,The Luke Alliance,name,X20: Christian,Religion,Religion - Christian
AMLNBULC,REACH!! United,id,X20,Religion,Religion - Christian
AMZJBVUQ,B.I.O.N.I.C. (Believe It Or Not I Care),unclassified,,,
AJMZJNPL,World Methodist Evangelism,id,X20: Christian,Religion,Religion - Christian
AZQYKEWB,Islamic Information Center,id,X40,Religion,Religion - Islamic
ATQDFLBQ,Inevitable Foundation,id,T30,Public and Society Benefit,Public & Society Benefit - General
AFDLFYAK,American Academy of Forensic Sciences,id,I99Z,Public and Society Benefit,Public & Society Benefit - General
AFFFLNPZ,讚美之泉[香港HK部門],id,T12,,
AHWXUGNF,East Harris County Empowerment Council,id,S20,,
AVWLRKMW,Learn To Be,id,B90: Educational Services,Education,Education - General
AZZLTPLE,Brooklyn Book Festival,id,A70: Humanities Organizations,Arts & Culture,Arts & Culture - General
AAHTBYZD,Lymphatic Education & Research Network,id,H90: Medical Specialty Research,Healthcare,Healthcare - General
ANXBZKKN,Worth the Wait,id,E86,Healthcare,Healthcare - General
AQPXCQMF,Ütz B'ey Guatemala,unclassified,,,
ASCHVUQP,Sound,id,F32: Community Mental Health Center,Healthcare,"Healthcare - Mental Health, Abuse"
ANJGXZBD,Najam Institute Foundation,id,X40: Islamic,Religion,Religion - Islamic
ATECRGQX,Wijhah Initiative,unclassified,,,
AFRGGZWK,Rebuilding Together Miami-Dade,id,P20,Human Services,"Human Services - Housing, Shelter"
ASNDMXEX,Key School and Training Center,id,,Education,K-12 Education
AWTCQMRW,ZABS Place,id,X00: Religion: General,Religion,Religion - General
AZJBLDDW,Mindfulness First,id,B20,Education,K-12 Education
AQJUDUSB,Women's Foundation of Arkansas,unclassified,,,
AHFUTYMN,Sport dans la Ville,unclassified,,,
ADSUVEZU,SAYes Mentoring,unclassified,,,
AGNVJUCX,Elevate Youth,id,O50,Human Services,Human Services - Sports & Youth Development
AZQMBDKD,Desmog,id,R60: Civil Liberties Advocacy,Human Services,"Human Services - Civil Rights, Social Justice"
ANPETFMX,Grandma's House of Hope,id,L40,Human Services,Human Services - General
ARQLKTSP,Kator Foundation,id,T50,Public and Society Benefit,Public & Society Benefit - General
AVNUXGNF,Vernon Christian School,id,,Human Services,Human Services - Sports & Youth Development
ATDKRNLH,Patrons of Sacred Music,unclassified,,,
ADKUMZGS,Netcare,unclassified,,,
AKTGGHUY,Uncharitable Movie,unclassified,,,
AMSFAQFM,Isaiah Village Inc,id,P82,Human Services,"Human Services - Housing, Shelter"
ATBUUPTD,Care2 Team,id,,Public and Society Benefit,Public & Society Benefit - General
ADWMKPEX,The Hunger Project UK,unclassified,,,
AKPDQYJV,Tinnitus Talk,unclassified,,,
ADSRUTDT,Amazing Grace Community Resource Center,id,,Human Services,Human Services - General
AQRPASMG,Deaconess Pregnancy and Adoption,id,,Human Services,"Human Services - Housing, Shelter"
AMXKSXPY,Alzheimer's Caregiving & The Caregivers,id,,Healthcare,Healthcare - General
AZZKZELR,Global Investigative Journalism Network,id,"A33: Printing, Publishing",Arts & Culture,Arts & Culture - Media
AFJDYRCC,Animal Adoption Center,id,D20: Animal Protection and Welfare,Animal Welfare,Animal Welfare - General
AVQUBEFL,PDA Society,unclassified,,,
ACVTABCR,GIRLS CLUB,id,"O50: Youth Development Programs, Other",Human Services,Human Services - Sports & Youth Development
ANCKGENG,Hope For Paws,id,D20: Animal Protection and Welfare,Animal Welfare,Animal Welfare - General
ARUMMKZE,Pediatric Epilepsy Research Consortium,id,H54,Healthcare,Healthcare - General
AQDJHCEZ,Feed My Children Fund,unclassified,,,
AUTBGZPJ,Friends of Fundación Tierra Austral,unclassified,,,
ATYFHEQK,She Is The Music,unclassified,,,
ANHGPAWY,The University of Fondwa USA,id,"Q30: International Development, Relief Services",International Affairs,International Affairs - General
AKCNBCLU,Here App,unclassified,,,
AFPEPBFB,Develop Sustainability,id,Q33,International Affairs,International Affairs - General
APCDGDRC,Barks of Love Animal Rescue and Placement Services Corporation,id,D20: Animal Protection and Welfare,Animal Welfare,Animal Welfare - General
AKRVLTLF,J&D’s Farm Sanctuary,unclassified,,,
AHYQEWJJ,Honduras Compassion Partners,id,Q33,International Affairs,International Affairs - General
ADPZGMDN,Classroom Champions Inc.,id,B92,Education,Education - General
AZYNHBJN,Abigail Adams Institute,id,"B82: Scholarships, Student Financial Aid Services",Education,Education - General
AFADKUWZ,Asociación Lanza Almas al Cielo,unclassified,,,
AAEJWSJM,Pennsylvania Sports Hall Of Fame Delco Chapter,id,,Human Services,Human Services - Sports & Youth Development
AJNYHSRS,COBYS Family Services,id,P40Z,Human Services,Human Services - General
ACBDMHDY,Card For Change,unclassified,,,
ASZFABVP,Union Congregational Church,unclassified,,,
AFWFXWPY,"Status: Home, Inc.",id,L200,,
AQFPBNXX,Next Generation Sonoran Desert Researchers,unclassified,,,
ACQUHEKJ,Hasten Nations,id,,Religion,Religion - Christian
ATSMKMNZ,Tottenham Hale Mosque and Community Centre,unclassified,,,
AJGXWUYF,Rondine Cittadella della Pace,unclassified,,,
ACFPRWLW,Holy Culture Radio,id,,Religion,Religion - Christian
ASLSHGWY,Jobs for America's Graduates,id,J200,Public and Society Benefit,"Public & Society Benefit - Employment, Job"
ARTNQKJD,Light Bringer Project,id,,Arts & Culture,Arts & Culture - General
AEKRVAWY,"Rehabilitation Enables Dreams, Inc.",id,J30,Public and Society Benefit,"Public & Society Benefit - Employment, Job"
AQZLRRTR,Timucuan Parks Foundation,id,C990,Environment,Environment - General
AFKBCNDG,Building Blocks Of Islam,id,X40,Religion,Religion - Islamic
AJXEPDQR,St. Croix Leatherback Project,unclassified,,,
AFBPEDVL,Kentucky Harvest,id,"K31: Food Banks, Food Pantries",Food & Nutrition,Food Banks
AEJQFXPN,African Enterprise Association of Canada,unclassified,,,
AEWAWWNG,HAJA,unclassified,,,
ABSGZETQ,Judge Dinkins Educational Center,id,B30,,
ACCGKMZV,Survived and Punished NY Mutual Aid,id,"R20: Civil Rights, Advocacy for Specific Groups",Human Services,"Human Services - Civil Rights, Social Justice"
ACAXQGYS,LiveFull,unclassified,,,
ATQWXESX,100 Who Care Tecate,unclassified,,,
APXXFMQY,Rewild Refuge Farm Sanctuary,id,D20: Animal Protection and Welfare,Animal Welfare,Animal Welfare - General
ATEAEHFY,MOKA,id,,Human Services,"Human Services - Housing, Shelter"
ALEZDNWY,Grow Pescadero,unclassified,,,
ALZLEKTH,Fire Family Foundation,id,M24,Human Services,Human Services - Public Safety
AJKYWLBR,Tri-Boro Food Pantry,id,"K31: Food Banks, Food Pantries",Food & Nutrition,Food Banks
AGYHKTVB,Rebuilding Together Seattle,id,Z99Z,Human Services,"Human Services - Housing, Shelter"
AXWMZRTV,"Adoption-Share, Inc.",id,P30,Human Services,Human Services - General
ATYLHGSX,The Mini Farm Project Ltd,unclassified,,,
AZMVNKNP,Lifeplus Foundation,id,T20: Private Foundations,Public and Society Benefit,Public & Society Benefit - General
AQGJMMJM,Boyle Heights Beat,unclassified,,,
ANEMKQUD,"Soy niña, soy importante",unclassified,,,
ADPFPEKL,Anglican Compass,id,X80,Religion,Religion - General
AWPVRRJR,FIRM / Home of Jesus the King,unclassified,,,
AEJTHNNZ,The Gud Ark,unclassified,,,
AKLHAAND,Dream Machine,id,S01,Human Services,Human Services - General
AUNTALSL,The Memorial Hospital Foundation,id,,Healthcare,Healthcare - General
AGHUXKAB,The Mateship Foundation,id,S99,,
ABGLFDCK,Arohanui Hospice,unclassified,,,
AGYYSCDY,Mind The Frontline,id,E03,,
AWVEPFNG,St. Mary's Sewanee,id,,Religion,Religion - General
AKMEBJBA,Dedham Square Circle,id,"S20: Community, Neighborhood Development, Improvement",Public and Society Benefit,Public & Society Benefit - General
ATCXQDVY,Women's Fund of Rhode Island,id,P80,Human Services,"Human Services - Housing, Shelter"
AYSZPQCF,Parkinson's Orange County,id,E86: Patient Services,Healthcare,Healthcare - General
ALHKCEVL,Porter Hospice Foundation,unclassified,,,
APNTSDTM,Speculative Technologies,id,U05,Science & Technology,Science & Technology - General
ASJTXUUA,3HO Foundation International,id,X50: Buddhist,Religion,Religion - General
AZWVDWCG,La Ventana Classic,unclassified,,,
ABZHRSPP,CARE Action,id,B01,,
AKZZHLMK,Canada ForAfrika,unclassified,,,
ARQADSSM,Thrive League,id,O12,Human Services,Human Services - Sports & Youth Development
AFGDZGHD,Valley Cities Behavioral Health Care,unclassified,,,
AMEGRCWG,The Jesus Gospel Park,id,X20,Religion,Religion - Christian
AEQBQFTY,The Save Me Trust,unclassified,,,
ARDVXMTZ,Iglesia Del Camino,unclassified,,,
AGSTXLKM,Concern Worldwide,id,,International Affairs,International Affairs - General
AMPUCZTN,Missional Labs Canada,unclassified,,,
AKCNALUF,Friends of WildCare,unclassified,,,
AMWBDFVB,Abundant Housing Illinois,unclassified,,,
AWDHKRGJ,Leia's Kids,id,E86: Patient Services,Healthcare,Healthcare - General
AQNEYQSQ,Live Free 999,id,P12,,
ASBTENGK,Surfpop,unclassified,,,
ASETZEKT,Rainforest Connection,id,C30: Natural Resources Conservation and Protection,Environment,Environment - General
AFJJHSML,"Sustainable CT, Inc",id,B99,Environment,Environment - General
AZYRUSKT,Feeding Hungry Children,id,"K30: Food Service, Free Food Distribution Programs",Food & Nutrition,Food Banks
AQXDGVZA,FIRM / Hope Center Israel,unclassified,,,
AEJNHUWX,AUSTRALIA Save a Child's Heart,unclassified,,,
ANPCKZMY,Muslim Help UK,unclassified,,,
ATDJKBPT,Matt Cruz Ministries,id,,Religion,Religion - Christian
ANARYTHR,YIMBYs of NoVA,unclassified,,,
AUNBMMSW,MADE IN HOPE,id,P20,,
AAEDUTCT,Psychedelic Innovation Fund,unclassified,,,
ACAQMKQA,Husband Material Ministries,id,F50,,
AJYUMDST,"Club De Niños Y Niñas De BCS, A.C.",unclassified,,,
AVKSQJNJ,Homes of Montclair Ecumenical Corp,id,L20,,
APEUBNJC,Games For Love,id,P30: Childrens and Youth Services,Human Services,Human Services - General
AGNUKWTV,Atmos,id,"A33: Printing, Publishing",Arts & Culture,Arts & Culture - Media
AWCZFPKV,"New Voices New Orleans, Inc.",id,A99,Arts & Culture,Arts & Culture - General
ABNBSGWX,OneUmmah_World,unclassified,,,
ABFJGJMA,United Way Centraide SDG,id,,Public and Society Benefit,Public & Society Benefit - General
APSKVZFF,Shalem Society for Senior Citizens Care,unclassified,,,
AVPVLMDH,From Your Father Inc.,id,P60,Human Services,Human Services - General
AFCQDFWY,Urban Tech Hero,unclassified,,,
ARBEPDMR,Darul Wahi,id,X40: Islamic,Religion,Religion - Islamic
AZPPKTEB,Rodel Institute,id,T23,Public and Society Benefit,Public & Society Benefit - General
ATEPRZRE,"SINADES, A.C.",unclassified,,,
APSTGRDZ,Ya Casi Venezuela,unclassified,,,
AZVBVXKP,HawaiiKidsCAN,id,P30: Childrens and Youth Services,Human Services,Human Services - General
ALHLHZBP,Indigenized Energy,unclassified,,,
AVSRFCMP,Generosity.org,id,P60,Human Services,Human Services - General
AXQECRRF,OM Overseas Aid Fund,unclassified,,,
AKGBZZHD,ServiceNet,id,F330,,
AAUKBNFK,The Joan Trumpauer Mulholland Foundation,id,O99,Human Services,"Human Services - Civil Rights, Social Justice"
AGRZWTYW,Uplift Dawah,id,X40,Religion,Religion - Islamic
APWETBJS,Humaniti INTL - SAF,id,T30: Public Foundations,Public and Society Benefit,Public & Society Benefit - General
APMNQUDK,"FA Morse Association, Inc.",id,,Public and Society Benefit,Public & Society Benefit - General
APZNXKVF,Street Crusade,id,X20,Religion,Religion - Christian
AXKMYPJJ,Grand Mosque,unclassified,,,
AXLSACPP,The Clydeo Fund,unclassified,,,
ADDVKJPS,Baxter County Library Foundation,id,"B70: Libraries, Library Science",Education,Education - General
ASDYJLDP,Fundación Ayuda Niños La Paz AC,unclassified,,,
AKQHTRWY,Day 7,id,"B60: Adult, Continuing Education",Education,Higher Education
AFRKEFDZ,Sueños Sin Fronteras de Tejas,unclassified,,,
AGTJHMKK,New York City Alliance Against Sexual Assault,id,"I70: Protection Against, Prevention of Neglect, Abuse, Exploitation",Public and Society Benefit,"Public & Society Benefit - Crime, Legal"
AJECMDCG,Easterseals Washington,id,,Healthcare,Healthcare - General
AJFVYCUA,Stichting Children of Heroes of Ukraine,unclassified,,,
ATRBZSVG,Israeli-American Civic Action Network,id,R40,,
AJQZTMTD,Chadwick Boseman Foundation For The Arts,id,T23,,
AYHVCHSW,Ednovate,id,B20,Education,K-12 Education
AGCNKWNX,Thrive For Good US,id,K20,Food & Nutrition,Food - General
ABGLAEYS,Barn of Grace Ministries,id,,Religion,Religion - Christian
ARTYDYTN,Greater Matthews Habitat for Humanity,id,L20Z,Human Services,"Human Services - Housing, Shelter"
AGURWNJL,Abbie DeLoach Foundation Inc.,id,T22,Public and Society Benefit,Public & Society Benefit - General
ASQPNLJQ,Friendship Circle of Michigan,unclassified,,,
AMXZRWQY,St. Paul Foundation,unclassified,,,
AMQPTPLQ,Windows of Heaven,unclassified,,,
ABABKBMQ,Healing Reins of Kentucky,id,E50,Healthcare,Healthcare - General
AVKHPURF,Refugee Girls Worldwide,unclassified,,,
ALHWVDYD,The Emmett Till & Mamie Till-Mobley Institute,id,"B60: Adult, Continuing Education",Education,Higher Education
AUVBNETQ,Signal Statewide,unclassified,,,
ACRHWCXH,The Dry Dock,id,"F20: Alcohol, Drug, and Substance Abuse, Dependency Prevention and Treatment",Healthcare,"Healthcare - Mental Health, Abuse"
AJZHMLVE,Abode for Children,id,P12,,
ATUNZZDH,Western Montana Creative Initiatives,id,A90: Arts Service Organizations and Activities,Arts & Culture,Arts & Culture - General
ATCDZYRH,Rahab House,id,F60: Counseling Support Groups,Healthcare,"Healthcare - Mental Health, Abuse"
ADLBDPMC,Coalition for Human Rights in Development,id,"Q30: International Development, Relief Services",International Affairs,International Affairs - General
ABUJRHTQ,DISH Community Fund,unclassified,,,
ALRSMRAU,30 Hearts,unclassified,,,
ACHTDCEQ,The Baytree Centre,unclassified,,,
APUASMGU,Obudu Association in North America (OANA),unclassified,,,
AHJSYRWN,Timber Creek Retreat House,id,X20: Christian,Religion,Religion - Christian
AHYZHDDD,PrayFit,id,,Religion,Religion - Christian
AYUDVSNG,The Cure Tay-Sachs Foundation,id,G20: Birth Defects and Genetic Diseases,Healthcare,Healthcare - General
AFFBLSSH,Fellowship of the Wheel,id,N50,Human Services,Human Services - Sports & Youth Development
ARSTYTPU,Darul Arqam Institute Inc,id,X40: Islamic,Religion,Religion - Islamic
AEBPQXJX,ETIC,unclassified,,,
AWCZFRHY,UNICEF Aotearoa,unclassified,,,
ACNPTFHA,CAIR San Diego,unclassified,,,
ADMLBBAZ,Sunrise Community for Recovery and Wellness,id,F20,,
AFFGAPPU,"Mercy USA for Aid and Development (Canada), Inc.",unclassified,,,
AJJPHAKJ,world's education for kids e.V.,unclassified,,,
ABQWBFSF,Brooklyn Muslim Center,id,X40,Religion,Religion - Islamic
ALKCCSNP,Aces For Alzheimers,id,G12,,
AJUYRUUM,Friendship Circle of Charlotte,id,,Human Services,Human Services - General
ACMHSBDX,Lift to Rise,id,P20,Human Services,Human Services - General
ADGQGGSZ,Chayenu,id,"X80: Religious Media, Communications Organizations",Religion,Religion - General
ALMUGWXJ,Onward We Learn,id,B110,,
ANNASDML,FUSE,unclassified,,,
AZZTGSXG,The Chicago Center for Urban Life and Culture,id,B80Z,,
AMBWSHVM,Flower City Arts Center,id,"A25: Arts Education, Schools of Art",Arts & Culture,Arts & Culture - General
ACNSJCDJ,Forgotten Women,unclassified,,,
AGSYXPWP,Harvest Of Asher,unclassified,,,
AMUFCEJN,HT6,id,E60,Healthcare,Healthcare - General
SLTZIHRY,"Youth Action Programs and Homes, Inc.",id,,Human Services,"Human Services - Housing, Shelter"
ARUSGLQH,Fundación Dibujando un Mañana,id,O00: Youth Development,Human Services,Human Services - Sports & Youth Development
AZTSAXTV,VOA Southeast,unclassified,,,
AWJQXAAV,Mary Tyler Moore Vision Initiative,id,T30,,
XOFXRRMS,Community Resource Exchange,id,S50Z,,
AQYYLLNS,National Organization for Victim Advocacy (NOVA),id,,Human Services,Human Services - General
ABAUWQWS,MCC Building,unclassified,,,
ADACTUVQ,Reina's Hope,unclassified,,,
AZREJNJR,2 Million Children,id,B94,Education,Education - General
ADPUEJPK,Bright Star Ranch,id,E50: Rehabilitative Medical Services,Healthcare,Healthcare - General
APCCMGML,Rise Beyond The Reef,id,"Q30: International Development, Relief Services",International Affairs,International Affairs - General
AAHMXXGP,Medical Home Plus,id,P45,Human Services,"Human Services - Housing, Shelter"
ASDMYJTX,Lumen Entertainment,id,X80,Religion,Religion - General
AREWCVBZ,Clear Currents,id,C12,Environment,Environment - General
AEVCCGMU,Cancer Guide Research Foundation,id,H30,Healthcare,Healthcare - General
AKAGNMHX,Canons Education,unclassified,,,
AGLUQURZ,TEN,name,F30: Mental Health Treatment,Healthcare,"Healthcare - Mental Health, Abuse"
AQXNVFYY,34 Stitches,id,"F20: Alcohol, Drug, and Substance Abuse, Dependency Prevention and Treatment",Healthcare,"Healthcare - Mental Health, Abuse"
APXASRNG,Bhumi,id,"T00: Philanthropy, Voluntarism, and Grantmaking Foundations: General",Public and Society Benefit,Public & Society Benefit - General
ATTPLMXH,Front Porch Cohousing,id,P80,Human Services,"Human Services - Housing, Shelter"
AJUYYFHL,The Community Grocer,id,,Food & Nutrition,Food Banks
AEFAGMQV,Wonder Connection,id,"C40: Botanical, Horticultural, and Landscape Services",Environment,Environment - General
AEYPNEGN,La Tortuga Viva,unclassified,,,
AUNBJHLQ,Harmony,id,"R20: Civil Rights, Advocacy for Specific Groups",Human Services,"Human Services - Civil Rights, Social Justice"
AMZVRHPK,SaverLife,id,,Human Services,Human Services - General
AURWKTKK,Calgary Catholic Education Foundation,unclassified,,,
AGUWWBML,Nonprofit Leadership Alliance,id,B90: Educational Services,Education,Education - General
AWYPKKKY,Global Relief Trust,unclassified,,,
AGDPEJYM,Maldives Whale Shark Research Programme,unclassified,,,
AKRUSQJM,Many Hands,unclassified,,,
AWVAWHYL,The Ability Center,id,P82: Developmentally Disabled Centers and Services,Human Services,"Human Services - Housing, Shelter"
ANPSBDDG,Family SkillBuilders,id,P40: Family Services,Human Services,Human Services - General
ANQRRUJJ,ChemoCars,id,"G00: Disease, Disorders, Medical Disciplines: General",Healthcare,Healthcare - General
AUAGKDQJ,VOA Northern New England,id,S80: Community Service Clubs,Public and Society Benefit,Public & Society Benefit - General
ACTYSNPE,Xcelerate Women,id,S30,Public and Society Benefit,Public & Society Benefit - General
AYFYYTTZ,"HEAL Raising Our World Foundation, Inc.",id,Q33,International Affairs,International Affairs - General
AKQKFTVV,Design for America,id,,Education,Education - General
AXBCWBTQ,VOA Pennsylvania,id,P20: Human Service Organizations,Human Services,Human Services - General
AFXVQGWP,Rancho San Antonio,unclassified,,,
ALPGDMJW,ALL IN: WellBeing First for Healthcare,unclassified,,,
ADRADSHR,Meadowland Park Conservancy,id,N32,Human Services,Human Services - Sports & Youth Development
